CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,DEPARTAMENTAL,FORMATO,HORARIO
02-05-0017-46,02-019,EL PROGRESO,EL JICARO,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,BARRIO BUENOS AIRES,43728224,JACKSON AMAGGI MORALES MACAL,LILIAN MELISSA LUNA LOPEZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-05-0018-46,02-019,EL PROGRESO,EL JICARO,INSTITUTO NACIONAL TECNOLOGICO DE EDUCACION DIVERSIFICADA DE EL JICARO,BARRIO BUENOS AIRES,3033,JACKSON AMAGGI MORALES MACAL,MANFREDO HUMBERTO GARCIA ORTIZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,EL PROGRESO,PRESENCIAL,DIARIO
02-05-0019-46,02-019,EL PROGRESO,EL JICARO,INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,JICARO,56476148,JACKSON AMAGGI MORALES MACAL,WENDY PRIMAVERA VARGAS SALGUERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,EL PROGRESO,SEMIPRESENCIAL,FIN_DE_SEMANA
02-05-0664-46,02-019,EL PROGRESO,EL JICARO,INSTITUTO DIVERSIFICADO POR COOPERATIVA,BARRIO BUENOS AIRES,30082063,JACKSON AMAGGI MORALES MACAL,BRAYAN RAMIRO GARCIA MATIAS,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-05-0687-46,02-019,EL PROGRESO,EL JICARO,COLEGIO CRISTIANO NUEVA JERUSALEN,BARRIO BUENOS AIRES,54608062,JACKSON AMAGGI MORALES MACAL,JORGE MARIO RAMIREZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-06-0005-46,02-022,EL PROGRESO,SANSARE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO PUEBLO ARRIBA,54689593,LUZ ELENA MORALES DE PAZ DE CARDONA,MARTA ALICIA SOSA CASTANEDA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-06-0013-46,02-022,EL PROGRESO,SANSARE,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,ALDEA LOS CERRITOS,50135758,LUZ ELENA MORALES DE PAZ DE CARDONA,BRENDA CARINA MURALLES PEREZ,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-06-0014-46,02-022,EL PROGRESO,SANSARE,COLEGIO SAGRADO CORAZON DE JESUS Y MARIA,BARRIO PUEBLO ABAJO,56333236,LUZ ELENA MORALES DE PAZ DE CARDONA,MARTA DOLORES NORIEGA BOLERES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-06-0018-46,02-020,EL PROGRESO,SANSARE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA POZA VERDE,55156986,ARISTIDES CABRERA ROMERO,LIGIA MABILIA MARROQUIN DE CARRANZA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-06-0020-46,02-020,EL PROGRESO,SANSARE,COLEGIO SAGRADO CORAZON DE JESUS Y MARIA,BARRIO PUEBLO ABAJO,79243482,ARISTIDES CABRERA ROMERO,MARTA NORIEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,EL PROGRESO,PRESENCIAL,FIN_DE_SEMANA
02-06-0021-46,02-020,EL PROGRESO,SANSARE,COLEGIO SAGRADO CORAZON DE JESUS Y MARIA,BARRIO PUEBLO ABAJO,79243482,ARISTIDES CABRERA ROMERO,MARTA NOREIGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,EL PROGRESO,PRESENCIAL,FIN_DE_SEMANA
02-06-0022-46,02-020,EL PROGRESO,SANSARE,COLEGIO SAGRADO CORAZON DE JESUS Y MARIA,BARRIO PUEBLO ABAJO,79243482,ARISTIDES CABRERA ROMERO,MARTA DOLORES NORIEGA BOLERES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,EL PROGRESO,PRESENCIAL,FIN_DE_SEMANA
02-06-0024-46,02-020,EL PROGRESO,SANSARE,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,SALIDA ALDEA BUENA VISTA,42364577,ARISTIDES CABRERA ROMERO,JUAN CARLOS RUANO TELLEZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,EL PROGRESO,SEMIPRESENCIAL,FIN_DE_SEMANA
02-06-0154-46,02-020,EL PROGRESO,SANSARE,CENTRO EDUCATIVO LICEO SANSARE,SANSARE,54200599,ARISTIDES CABRERA ROMERO,ONEIDA LOPEZ CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-06-0716-46,02-022,EL PROGRESO,SANSARE,INSTITUTO DIVERSIFICADO POR COOPERATIVA SANSARE,SALIDA A BUENA VISTA,58145679,LUZ ELENA MORALES DE PAZ DE CARDONA,MIRELLA YAMILETH MARROQUIN CARDONA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,DOBLE,EL PROGRESO,PRESENCIAL,DIARIO
02-07-0008-46,02-006,EL PROGRESO,SANARATE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ZONA 4 COLINDANTE A POLIDEPORTIVO SECTOR CAMPO DE CAMINOS,58948598-42990489-49420095-57595332-35310445-47629095-59417110-58034583-46782645-53256181-44171862-53110348-31049608-49087191-58914882-49124463-54176640-42968893-57767683-46367384-58138051-59678878-50482141-40232213-45210163-48939361-51625336-48142576-59709365-42685305-47265974-47218807-53806348-40754551-41005405-45719074-54844813-52137929-56376500-40210652-42446716-36334260-54685997-46748901-41841168-41193729-66339586-46129146-77217729-41206712-33547898-49006911-50316450-44841645-41113238-54915374-55756489-57831873-54132067-50134682-54527327-40124127-53800001-53331646-59431631-50189731-48165193-51740001-48075994-36300096-54548200-48876795-44927951-42379165-47235075-59616498-45018795-48942663-24358759-51835646-40407799-41718527-32186469-56433255-30744270-31453164-56351983-55731706-47190600-47916956-57224582-37434738-32711146-78883484-77554630-40908785-50302183-49338264-53579413-40838729-59340090-32623741-32791524-31233496-78306274-41207814-32154241-79247161-49403202-31110226-77930867-52058261-59882736-33000059-57036563-55102714-51589262-41501641-55245770-42109452-33938036-47050196-50181471-40102428-46572036-32491214-79478590-48805993-54131056-58012060-45828064-79510080-32303010-57655184-58441519-51702948-50461286-56247466-32755333-49630930-43356322-47369491-40498548-54120573-55156986-57775944-55930404-53585236-33053680-59091890-59918229-52067424-30108030-31098005-30223298-50062846-31298390-41116401-41280696-54133448-58770070-47472455-42748184-30892606-31254619-45256003-49074025-50506965-41787615-53291154-40945091-58272223-31394708-49182195-32451633-58436203-51376260-48241974-53350737-30158513-30648997-58886654-42295928-57543661-50624654-24793766-44949669-48405896-49823719-55243983-58592232-24497840-56087965-50190474-58075415-42184410-24775508-41930402-57752117-58925475-78882045-55737074-42024937-45809305-58323076-56250177-31177129-47548459-55223225-59066771-42809114-31357953-59296362-58410749-59656582-42542749-54632422-33567108-41855731-50411035-38140750-30694648-42569556-30976728-52428966-53772463-77620672-55109768-46976811-46886962-56947315-41518185-58602739-24317433-47492756-55242015-54825897-40191847-57448290-54285944-47704740-48958303-32267405-48584471-30302545-41664195-38076396-38593830-57192698-58621465-31103174-48822569-55820659-54327647-58061143-31111602-43828740-57010886-58578688-46863273-59934015-46498952-45310990-42778634-78678312-32053375-33622052-41222186-33513497-45936536-57029775-66378437-54422753-58952010-53028643-33390301-33152169-47050351-31095824-55171050-45050788-41723310-50071949-51358754-48176330-41223351-53509237-40738811-55356304-42721722-51979378-40296767-31426017-57876426-51863294-59979542-46443582-30477741-79484363-49054678-79480444-41306707-40815948-48861871-58560517-55562196-40275580-35989221-31618299-24720491-54739500-30967277-30216212-57062876-41384168-33435837-58737848-51555529-56208787-37655165-55942043-54689593-40183677-36241279-59212418-38289379-48039407-50576860-55128751-41500050-59974923-31790028-45547887-41886842-33530288-58593343-77930045-59060812-30194721-55652048-23660520-32442607-50905091-57678563-42273178-59910109-45988550-30308037-59308220-48873442-77621417-58433425-56999635-45478162-40665582-39464750-40402159-30441503-53009229-40285245-54114838,JACQUELINE SUCELY CABRERA LOAIZA DE LEVY,GRACIELA IZAURA BRAN MONROY,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-07-0009-46,02-006,EL PROGRESO,SANARATE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ZONA 4 COLINDANTE A POLIDEPORTIVO SECTOR CAMPO DE CAMINOS,48176330,JACQUELINE SUCELY CABRERA LOAIZA DE LEVY,MARIA DEL CARMEN MORALES MORALES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-07-0038-46,02-021,EL PROGRESO,SANARATE,CENTRO EDUCATIVO ESTUARDO NOVELLA CAMACHO,FINCA SAN MIGUEL RIO ABAJO ALDEA EL SINACA,55751775,MARTA ELIDA CARIAS HERNANDEZ DE GARCIA,CELESTE NOEMY ARGUETA DE LEON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,EL PROGRESO,PRESENCIAL,FIN_DE_SEMANA
02-07-0039-46,02-018,EL PROGRESO,SANARATE,COLEGIO EL ROSARIO,2 AVENIDA 01-010 ZONA 3,79253526,OSMAR JOSUE GONZALEZ HERNANDEZ,REINA ELIZABETH DIAZ CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-07-0043-46,02-023,EL PROGRESO,SANARATE,COLEGIO PROFESIONAL DE TURISMO GUATEMALAM,1 3-35 ZONA 1,79452850,MIGDALIA AZUCENA FAJARDO DEL CID,FELIX ALEXANDER LOPEZ MEJIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-07-0051-46,02-018,EL PROGRESO,SANARATE,INSTITUTO TECNOLOGICO SANARATECO,2 AVENIDA-1-76 ZONA 4,47112811,OSMAR JOSUE GONZALEZ HERNANDEZ,CARLOS OVIDIO RAMOS HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,EL PROGRESO,SEMIPRESENCIAL,FIN_DE_SEMANA
02-07-0053-46,02-006,EL PROGRESO,SANARATE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SANTA LUCIA LOS OCOTES,SANTA LUCIA LOS OCOTES,42187399,JACQUELINE SUCELY CABRERA LOAIZA DE LEVY,BRENDA CARINA MURALLES PEREZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-07-0199-46,02-018,EL PROGRESO,SANARATE,COLEGIO PRIVADO MIXTO DE CIENCIAS COMERCIALES SANARATE,2 2-45 ZONA 4,79252112,OSMAR JOSUE GONZALEZ HERNANDEZ,CLAUDIA ESPERANZA MORALES BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-07-0200-46,02-018,EL PROGRESO,SANARATE,COLEGIO EL ROSARIO,2 AVE 3-66 ZONA 4,79253526,OSMAR JOSUE GONZALEZ HERNANDEZ,REINA ELIZABETH DIAZ CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-07-0239-46,02-006,EL PROGRESO,SANARATE,INSTITUTO TECNOLOGICO SANARATECO,2 AVENIDA-1-76 ZONA 4,79252297,JACQUELINE SUCELY CABRERA LOAIZA DE LEVY,CARLOS OVIDIO RAMOS HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,EL PROGRESO,PRESENCIAL,FIN_DE_SEMANA
02-07-0264-46,02-006,EL PROGRESO,SANARATE,INSTITUTO TECNOLOGICO SANARATECO,2 1-76 ZONA 4 SANARATE,47141991,JACQUELINE SUCELY CABRERA LOAIZA DE LEVY,CARLOS OVIDIO RAMOS HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-07-0268-46,02-018,EL PROGRESO,SANARATE,COLEGIO EL ROSARIO,2 AVENIDA 3-66 ZONA 4,79253526,OSMAR JOSUE GONZALEZ HERNANDEZ,REINA ELIZABETH DIAZ CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,EL PROGRESO,PRESENCIAL,DIARIO
02-07-0536-46,02-018,EL PROGRESO,SANARATE,INSTITUTO DE EDUCACION MEDIA POR COOPERATIVA SANARATE,1 CALLE 3-32 ZONA 1,79252525,OSMAR JOSUE GONZALEZ HERNANDEZ,MARIA LUISA MORALES BRAN,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-07-0678-46,02-018,EL PROGRESO,SANARATE,ESCUELA TECNICA CIENCIA APLICADA ESTECAPC,7 CALLE 3-29 ZONA 4,79253207,OSMAR JOSUE GONZALEZ HERNANDEZ,EDGAR OMAR GONZALEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-07-0679-46,02-018,EL PROGRESO,SANARATE,ESCUELA TECNICA CIENCIA APLICADA ESTECAPC,7 CALLA 3-29 ZONA 4,79253207,OSMAR JOSUE GONZALEZ HERNANDEZ,EDGAR OMAR GONZALEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-07-0691-46,02-018,EL PROGRESO,SANARATE,ESCUELA TECNICA CIENCIA APLICADA ESTECAPC,7 CALLE 3-29 ZONA 4,79253207,OSMAR JOSUE GONZALEZ HERNANDEZ,EDGAR OMAR GONZALEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,EL PROGRESO,PRESENCIAL,FIN_DE_SEMANA
02-07-0699-46,02-018,EL PROGRESO,SANARATE,ESCUELA TECNICA CIENCIA APLICADA ESTECAPC,7 CALLE 3-29 ZONA 4,79253207,OSMAR JOSUE GONZALEZ HERNANDEZ,EDGAR OMAR GONZALEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,EL PROGRESO,PRESENCIAL,DIARIO
02-07-0755-46,02-023,EL PROGRESO,SANARATE,COLEGIO PROFESIONAL DE TURISMO GUATEMALAM,1 AVENIDA 3-35 ZONA 1,79452850,MIGDALIA AZUCENA FAJARDO DEL CID,FELIX ALEXANDER LOPEZ MEJIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-07-0823-46,02-018,EL PROGRESO,SANARATE,COLEGIO PRIVADO ENRIQUE NOVELLA ALVARADO,FINCA SAN MIGUEL RIO ABAJO ALDEA EL SINACA,58343695,OSMAR JOSUE GONZALEZ HERNANDEZ,RODOLFO GERARDO FONSECA SARMIENTO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,EL PROGRESO,PRESENCIAL,DIARIO
02-08-0012-46,02-008,EL PROGRESO,SAN ANTONIO LA PAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,31426017,MARTA ALICIA CRUZ PEREZ,ADRIANA DEL ROSARIO PEREZ MIJANGOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-08-0021-46,02-008,EL PROGRESO,SAN ANTONIO LA PAZ,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA JOSE INES CACERES,ALDEA AGUA CALIENTE,40120019,MARTA ALICIA CRUZ PEREZ,ADRIANA GODINEZ NORIEGA,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-08-0023-46,02-008,EL PROGRESO,SAN ANTONIO LA PAZ,COLEGIO PRIVADO LICEO SAN ANTONIO,BARRIO EL CALVARIO,45072631,MARTA ALICIA CRUZ PEREZ,FLORIDALMA MORALES GRAMAJO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-08-0030-46,02-008,EL PROGRESO,SAN ANTONIO LA PAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SANTO DOMINGO LOS OCOTES,45719074,MARTA ALICIA CRUZ PEREZ,MARIA CONCEPCION SANTOS ALVAREZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,EL PROGRESO,PRESENCIAL,DIARIO
02-08-0535-46,02-008,EL PROGRESO,SAN ANTONIO LA PAZ,INSTITUTO DIVERSIFICADO POR COOPERATIVA,BARRIIO EL CENTRO,57633620-78674770-42193722-30082063-79487047-41719030-53358214-49494159-78887018-41963518-47222106-79419096-34585167-55958103-79452363-79247700-30392097-50051679,MARTA ALICIA CRUZ PEREZ,SERGIO ISIDRO CARIAS COLINDRES,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,EL PROGRESO,PRESENCIAL,DIARIO
05-01-0110-46,05-033,ESCUINTLA,ESCUINTLA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES ADS AL INEB SIMON BERGANO Y VILLEGAS,1 AVE SUR 10-30 ZONA 1,78880048,REMY ARTURO SINAY GUDIEL,CARLOS JOSE RODRIGO RODRIGUEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0119-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO ESCOLAR NUESTRA SENORA DE CONCEPCION,KM 59 CARRETERA A SANTA LUCIA COTZUMALGUAPA,78881194,REMY ARTURO SINAY GUDIEL,MILTON LAUREANO GONZALEZ LARIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0121-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO TECNICO EXPERIMENTAL DEL SUR,1 CALLE 2-38 ZONA 3,31651314,REMY ARTURO SINAY GUDIEL,JUAN ROMEO SUAREZ CHACON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0126-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO PARTICULAR MIXTO ESCUINTLECO BILINGUE,1 AVENIDA 6-60 ZONA 4,78890988,REMY ARTURO SINAY GUDIEL,GIEZI HAZAEL LOPEZ BLANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0131-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO MIGUEL ANGEL ASTURIAS,5 AVE 6-61 ZONA 1,,REMY ARTURO SINAY GUDIEL,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0144-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCACIONAL GUATEMALTECO DEL SUR,3 AVENIDA 5-52 ZONA 1 ESCUINTLA,78894544,REMY ARTURO SINAY GUDIEL,NIDIA AMARILIS GALVEZ CHAVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,ESCUINTLA,PRESENCIAL,FIN_DE_SEMANA
05-01-0145-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO NACIONAL DE PERITO EN MERCADOTECNIA Y PUBLICIDAD,4 AVE SUR 15-20 ZONA 4,78893272,REMY ARTURO SINAY GUDIEL,MARIELA FLORIBEL MENDEZ MALDONADO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0146-46,05-033,ESCUINTLA,ESCUINTLA,ESCUELA NACIONAL MIXTA NOCTURNA DE CIENCIAS COMERCIALES,1 AVE 10-30 ZONA 1,57171570,REMY ARTURO SINAY GUDIEL,LEONEL ARNULFO ORTEGA MORATAYA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0184-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,1 AVENIDA 10-30 ZONA 1 COLONIA EL PROGRESO,78895918,REMY ARTURO SINAY GUDIEL,MARIA EUGENIA BARRERA BARREDA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0187-46,05-033,ESCUINTLA,ESCUINTLA,LICEO INTEGRAL DEL SUR,7 CALLE 2-64 ZONA 3 BARRIO SAN MIGUEL,78268277,REMY ARTURO SINAY GUDIEL,KIMBERLY KARINA GUZMAN MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0207-46,05-033,ESCUINTLA,ESCUINTLA,LICEO EVANGELICO EL EDEN,6 CALLE 1-60 ZONA 3 BARRIO SANTA ANA,41086951,REMY ARTURO SINAY GUDIEL,SANDRA JUDITH COLLADO SOLARES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0231-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO INTERNACIONAL FUTURE LEARNING CENTER FLC,KM 60 LA FELICIDAD SALIDA A PUERTO SAN JOSE,47691929,REMY ARTURO SINAY GUDIEL,JESSICA JEANNETTE SAGASTUME HICKS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0253-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO TECNICO CIENCIAS INDUSTRIALES,2 CALLE 3-28 ZONA 1,78898879,REMY ARTURO SINAY GUDIEL,MAYRON USIEL LOAIZA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0259-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO INTERNACIONAL FUTURE LEARNING CENTER FLC,KM 60 LA FELICIDAD SALIDA A PUERTO SAN JOSE ESCUINTLA,78841293,REMY ARTURO SINAY GUDIEL,JESSICA JEANNETTE SAGASTUME HICKS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,ESCUINTLA,PRESENCIAL,FIN_DE_SEMANA
05-01-0271-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,5 CALLE 5-10 ZONA 3 COLONIA MADRID,50232975,REMY ARTURO SINAY GUDIEL,MIRIAM AZUCENA MARTINEZ GARCIA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0278-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO TECNICO CIENCIAS INDUSTRIALES,2 CALLE 3-28 ZONA 1,78898879,REMY ARTURO SINAY GUDIEL,MAYRON USIEL LOAIZA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0280-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO DR JOSE SEVERO MARTINEZ,5 AVENIDA 6-61 ZONA 1,48734181,REMY ARTURO SINAY GUDIEL,EDGAR RAFAEL HURTARTE GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0289-46,05-033,ESCUINTLA,ESCUINTLA,LICEO FUENTE DE VIDA,LOTE 158 FLORIDO ACEITUNO,56211051,REMY ARTURO SINAY GUDIEL,DIOGENES BAUDILIO FIGUEROA CRUZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,ESCUINTLA,PRESENCIAL,FIN_DE_SEMANA
05-01-0299-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO Y FORMACION HUMANA DE MARIA,3 AVENIDA A 4-48 ZONA 1,42065584,REMY ARTURO SINAY GUDIEL,ERICK IVAN RIVERA MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0307-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS,4 AVENIDA 15-94 SUR FINAL,78898958,REMY ARTURO SINAY GUDIEL,NILDA JANETHE IBARRA BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0308-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO BILINGUE JARDIN AMERICANO,3 CALLE SECTOR B LOTE 21 COLONIA JACARANDAS 1 ZONA 3,78898449,REMY ARTURO SINAY GUDIEL,CLAUDIA ARGENTINA JIMENEZ PRADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,ESCUINTLA,PRESENCIAL,DIARIO
05-01-0309-46,05-033,ESCUINTLA,ESCUINTLA,LICEO PREUNIVERSITARIO CIENCIA Y TECNOLOGIA,6 AVE 2-52 ZONA 1,51230832,REMY ARTURO SINAY GUDIEL,SILVIA YANIRA MELENDEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,ESCUINTLA,PRESENCIAL,FIN_DE_SEMANA
